blockNumber,confirmations,Month,Day,Hour,mean_value_received,variance_value_received,total_received,time_diff_first_last_received,total_tx_sent,total_tx_sent_malicious,total_tx_sent_unique,total_tx_sent_malicious_unique,total_tx_received_malicious_unique,Fraud,tx_type_0x0_ratio,tx_type_0x1_ratio,tx_type_0x2_ratio,tx_type_0x3_ratio,tx_type_0x4_ratio,contract_deploy_tx_count,contract_deploy_tx_ratio
19594020,272335,4,6,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.3282442748091603,0.0,0.6641221374045801,0.007633587786259542,0.0,0,0.0
13938489,5927787,1,4,10,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0,0.29850746268656714,0.0,0.7014925373134329,0.0,0.0,0,0.0
17730573,2135938,7,19,23,1.8183965098008947,15.012856755331166,4995.135212423058,59.23111111111111,4845.0,0.0,1689.0,0.0,0.0,0,0.08333333333333333,0.0,0.9166666666666666,0.0,0.0,0,0.0
19478485,387634,3,20,21,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.2202797202797203,0.0034965034965034965,0.7762237762237763,0.0,0.0,1,0.0034965034965034965
16530917,3335471,2,1,2,0.49419249,0.0,0.49419249,0.0,9996.0,0.0,682.0,0.0,0.0,0,0.12096774193548387,0.0,0.8790322580645161,0.0,0.0,0,0.0
9979776,9886406,5,1,10,0.1454830691736896,0.0504576411497343,48.15489589649126,2151.922928240741,904.0,0.0,529.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1,0.00684931506849315
19831095,35295,5,9,7,0.0208419110861938,0.000101644369075,0.125051466517163,125.48375,96.0,0.0,1.0,0.0,0.0,0,0.14678899082568808,0.0,0.8532110091743119,0.0,0.0,0,0.0
9218949,10647144,1,5,7,6.806940298507462,111.2077704206242,456.065,284.73384259259257,205.0,0.0,87.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0
3878028,15988166,6,15,18,23.77582758652377,1991.5820520259515,6966.317482851466,2512.633460648148,522.0,0.0,115.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0
17749676,2116624,7,22,15,0.0072724943298097,2.7371518167779656e-05,0.050907460308668,375.6851388888889,8.0,0.0,1.0,0.0,0.0,0,0.140625,0.0,0.859375,0.0,0.0,1,0.0078125
18192196,1673917,9,22,15,0.1028545564048834,0.0036294837906329,12.342546768586017,231.5540277777777,120.0,0.0,4.0,0.0,0.0,0,0.20689655172413793,0.006896551724137931,0.7862068965517242,0.0,0.0,0,0.0
19710065,156175,4,22,9,0.0972933354654972,0.0042129628849079,41.25237423737083,1242.7819328703704,291.0,0.0,32.0,0.0,0.0,0,0.17727272727272728,0.0,0.8136363636363636,0.00909090909090909,0.0,0,0.0
17127807,2738393,4,26,3,0.4017724208774283,0.2881595530829201,41.78433177125255,375.75055555555554,310.0,0.0,16.0,0.0,0.0,0,0.1,0.0,0.9,0.0,0.0,0,0.0
13130707,6735816,8,31,2,1.7828888888888887,4.220806861111113,16.046,839.5387847222222,10.0,0.0,1.0,0.0,0.0,0,0.17647058823529413,0.0,0.8235294117647058,0.0,0.0,0,0.0
18024503,1841738,8,30,2,0.2438593923419018,0.65688264095427,168.75069950059606,419.5820833333333,631.0,0.0,214.0,0.0,0.0,0,0.09933774834437085,0.006622516556291391,0.8940397350993378,0.0,0.0,0,0.0
13830800,6035539,12,18,18,2.1518259866418994,24.062928518166583,518.5900627806977,1013.610625,504.0,0.0,128.0,0.0,0.0,0,0.49744897959183676,0.0,0.5025510204081632,0.0,0.0,0,0.0
15370852,4495322,8,19,10,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0,0.1414141414141414,0.0,0.8585858585858586,0.0,0.0,0,0.0
16503278,3362938,1,28,5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.12048192771084337,0.0,0.8795180722891566,0.0,0.0,0,0.0
19037578,828911,1,19,1,0.0,0.0,0.0,0.0,49.0,0.0,1.0,0.0,0.0,0,0.19285714285714287,0.0,0.8071428571428572,0.0,0.0,0,0.0
15426965,4439340,8,28,9,0.379984784111635,1.6107964584119807,125.01499397272792,2254.177025462963,2151.0,0.0,346.0,0.0,0.0,0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0,0.0
16145902,3720374,12,9,8,1.062830306390487,42.00427633500852,87.15208512401993,1364.7731597222223,273.0,0.0,13.0,0.0,0.0,0,0.06199460916442048,0.0,0.9380053908355795,0.0,0.0,0,0.0
14249173,5617159,2,21,11,0.7296204012709111,1.7136283285878793,48.884566885151045,1068.251261574074,338.0,0.0,162.0,0.0,0.0,0,0.28289473684210525,0.0,0.7171052631578947,0.0,0.0,0,0.0
19022849,843235,1,16,23,0.0,0.0,0.0,0.0,95.0,0.0,65.0,0.0,0.0,0,0.13274336283185842,0.008849557522123894,0.8584070796460177,0.0,0.0,0,0.0
19694318,172200,4,20,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.22647058823529412,0.0029411764705882353,0.7676470588235295,0.0029411764705882353,0.0,0,0.0
17061288,2805003,4,16,18,0.0838328292008289,0.0186202288933322,4.778471264447251,535.6497222222222,31.0,0.0,7.0,0.0,0.0,0,0.056818181818181816,0.0,0.9431818181818182,0.0,0.0,0,0.0
16900268,2965902,3,24,22,0.3331705195234467,1.7483839794460918,9.9951155857034,1538.1644444444444,91.0,0.0,45.0,0.0,0.0,0,0.15894039735099338,0.0,0.8410596026490066,0.0,0.0,0,0.0
17948998,1917491,8,19,13,0.2489218033232527,0.0416681829372375,14.437464592748656,1019.695335648148,355.0,0.0,41.0,0.0,0.0,0,0.18493150684931506,0.00684931506849315,0.8082191780821918,0.0,0.0,0,0.0
19712094,154377,4,22,16,0.0408574459804386,0.0012532570896243,0.3268595678435095,21.214027777777776,13.0,0.0,5.0,0.0,0.0,0,0.1513157894736842,0.0,0.8486842105263158,0.0,0.0,0,0.0
17071385,2795140,4,18,5,0.6781660585411468,4.209991286134548,134.9550456496882,1125.2037268518518,1070.0,0.0,370.0,0.0,0.0,0,0.17177914110429449,0.006134969325153374,0.8220858895705522,0.0,0.0,1,0.006134969325153374
17747118,2119393,7,22,7,1.8183965098008947,15.012856755331166,4995.135212423058,59.23111111111111,4845.0,0.0,1689.0,0.0,0.0,0,0.0738255033557047,0.0,0.9261744966442953,0.0,0.0,0,0.0
17774261,2092250,7,26,2,1.8183965098008947,15.012856755331166,4995.135212423058,59.23111111111111,4845.0,0.0,1689.0,0.0,0.0,0,0.13714285714285715,0.017142857142857144,0.8457142857142858,0.0,0.0,0,0.0
19698900,167349,4,20,20,0.0038691483163869,1.745365790122227e-06,0.0270840382147083,26.350277777777777,3.0,0.0,1.0,0.0,0.0,0,0.09090909090909091,0.004132231404958678,0.9049586776859504,0.0,0.0,0,0.0
19704091,162134,4,21,13,0.2192793527226619,0.0525446155310219,4.385587054453239,694.0644328703704,171.0,0.0,85.0,0.0,0.0,0,0.07766990291262135,0.009708737864077669,0.912621359223301,0.0,0.0,0,0.0
19756777,109734,4,28,22,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0,0.06422018348623854,0.027522935779816515,0.908256880733945,0.0,0.0,1,0.009174311926605505
17187610,2678819,5,4,13,0.0,0.0,0.0,0.0,4354.0,0.0,5.0,0.0,0.0,0,0.056338028169014086,0.0,0.9436619718309859,0.0,0.0,0,0.0
18871059,995217,12,26,16,0.381349074951453,0.3353296366392472,9.915075948737778,742.5200810185186,126.0,0.0,30.0,0.0,0.0,0,0.10294117647058823,0.0,0.8970588235294118,0.0,0.0,0,0.0
18024546,1841741,8,30,2,0.0658282124922844,0.0091499361898743,5.200428786890469,270.92555555555555,27.0,0.0,21.0,0.0,0.0,0,0.18705035971223022,0.0,0.8129496402877698,0.0,0.0,0,0.0
15382306,4484015,8,21,6,0.1946868800437214,0.1193154488416463,29.00834512651449,792.2999305555555,473.0,0.0,41.0,0.0,0.0,0,0.10245901639344263,0.0,0.8975409836065574,0.0,0.0,0,0.0
19231674,634631,2,15,6,0.12553356375,0.0309139052825872,2.0085370200000003,356.0758333333333,26.0,0.0,13.0,0.0,0.0,0,0.08280254777070063,0.006369426751592357,0.910828025477707,0.0,0.0,0,0.0
19754186,112023,4,28,13,0.067996935055,0.0048268268836517,1.1559478959350002,51.44819444444445,78.0,0.0,7.0,0.0,0.0,0,0.1810344827586207,0.0,0.8103448275862069,0.008620689655172414,0.0,1,0.008620689655172414
15650544,4215610,10,1,3,0.425,0.06125,0.8500000000000001,188.9966435185185,5.0,0.0,1.0,0.0,0.0,0,0.13270142180094788,0.004739336492890996,0.8625592417061612,0.0,0.0,1,0.004739336492890996
19510129,356285,3,25,7,0.06991733,0.0064626130735372,0.27966932,328.995,7.0,0.0,5.0,0.0,0.0,0,0.0880503144654088,0.012578616352201259,0.8930817610062893,0.006289308176100629,0.0,0,0.0
11605998,8260131,1,7,6,0.0,0.0,0.0,0.0,4153.0,0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0
18402511,1463985,10,22,1,6.755284208812416,685.3690309294607,9085.8572608527,986.082511574074,1328.0,1.0,606.0,1.0,1.0,0,0.11016949152542373,0.00847457627118644,0.8813559322033898,0.0,0.0,0,0.0
14952407,4913740,6,12,21,0.3018457269565976,0.1435643827097255,13.884903440003493,907.028136574074,918.0,0.0,36.0,0.0,0.0,0,0.0759493670886076,0.0,0.9240506329113924,0.0,0.0,0,0.0
18653790,1212388,11,26,5,0.2866207722529868,0.1708622298535737,10.318347801107526,158.30694444444444,204.0,0.0,8.0,0.0,0.0,0,0.104,0.008,0.888,0.0,0.0,0,0.0
5466516,14399667,4,19,4,0.916546809695122,1.7904374508452727,150.31367679000002,140.10538194444445,6301.0,0.0,45.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0
13355338,6510849,10,4,22,2.51875,8.20890625,10.075,881.8620023148148,8.0,0.0,1.0,0.0,0.0,0,0.18478260869565216,0.0,0.8152173913043478,0.0,0.0,0,0.0
17741698,2124813,7,21,13,1.8183965098008947,15.012856755331166,4995.135212423058,59.23111111111111,4845.0,0.0,1689.0,0.0,0.0,0,0.16942148760330578,0.0,0.8305785123966942,0.0,0.0,0,0.0
4322896,15543258,9,29,21,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,2,0.02247191011235955
15478977,4387328,9,5,16,0.379984784111635,1.6107964584119807,125.01499397272792,2254.177025462963,2151.0,0.0,346.0,0.0,0.0,0,0.27170868347338933,0.0028011204481792717,0.7254901960784313,0.0,0.0,1,0.0028011204481792717
19739959,126426,4,26,13,0.004,0.0,0.004,0.0,1.0,0.0,1.0,0.0,0.0,0,0.16058394160583941,0.0,0.8321167883211679,0.0072992700729927005,0.0,0,0.0
18837598,1028741,12,21,23,0.1366079966666666,0.0346781495035871,4.098239899999999,1037.002013888889,60.0,0.0,42.0,0.0,0.0,0,0.12162162162162163,0.0,0.8783783783783784,0.0,0.0,1,0.006756756756756757
11032921,8833524,10,11,7,0.082762182875,0.0144074646736738,0.662097463,586.0633564814815,10.0,0.0,4.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0
16028332,3837763,11,22,21,0.1343122779878265,0.0310529266397375,2.954870115732185,674.5029745370371,183.0,0.0,34.0,0.0,0.0,0,0.14736842105263157,0.0,0.8526315789473684,0.0,0.0,0,0.0
16683397,3182991,2,22,10,0.49419249,0.0,0.49419249,0.0,9996.0,0.0,682.0,0.0,0.0,0,0.17054263565891473,0.0,0.8294573643410853,0.0,0.0,1,0.007751937984496124
13615386,6250762,11,14,17,0.4382205179285993,0.5757958430711622,27.16967211157316,883.8528819444444,666.0,1.0,253.0,1.0,0.0,0,0.23137254901960785,0.0,0.7686274509803922,0.0,0.0,0,0.0
19765400,101114,4,30,3,0.01470914,0.0,0.01470914,0.0,1.0,0.0,1.0,0.0,0.0,0,0.1044776119402985,0.0,0.8955223880597015,0.0,0.0,0,0.0
5389215,14476968,4,6,4,0.916546809695122,1.7904374508452727,150.31367679000002,140.10538194444445,6301.0,0.0,45.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0
12593901,7272285,6,8,12,0.5184949920975196,0.5803776451662944,32.146689510046215,926.4380324074074,650.0,0.0,252.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0
18604939,1261269,11,19,9,0.0899637842731231,0.0072251149045444,1.3494567640968465,204.70041666666663,19.0,0.0,10.0,0.0,0.0,0,0.16666666666666666,0.0,0.8333333333333334,0.0,0.0,0,0.0
19705600,160544,4,21,18,0.4378502211202089,0.5042300661080286,8.31915420128397,993.772511574074,31.0,0.0,22.0,0.0,0.0,0,0.09947643979057591,0.0,0.900523560209424,0.0,0.0,0,0.0
18574963,1291212,11,15,4,1.117138715566569,3.4281232199785143,34.63130018256364,158.86930555555554,242.0,0.0,22.0,0.0,0.0,0,0.058823529411764705,0.0,0.9411764705882353,0.0,0.0,0,0.0
19806004,60420,5,5,19,0.5564311818181819,1.7332126662053635,6.120743,537.0718055555556,33.0,0.0,24.0,0.0,0.0,0,0.14788732394366197,0.014084507042253521,0.8309859154929577,0.007042253521126761,0.0,0,0.0
17943469,1922584,8,18,18,0.0,0.0,0.0,0.0,142.0,0.0,1.0,0.0,0.0,0,0.09106529209621993,0.0,0.9089347079037801,0.0,0.0,0,0.0
8391122,11475245,8,21,2,0.0,0.0,0.0,0.0,610.0,4.0,5.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1,0.007751937984496124
17031573,2834692,4,12,11,0.0383505149005864,0.0321793504432301,1.3422680215205265,376.0733333333333,34.0,0.0,1.0,0.0,0.0,0,0.2682926829268293,0.0,0.7317073170731707,0.0,0.0,1,0.006097560975609756
19696204,169946,4,20,11,2.9956322182805417,16.757834987326216,95.86023098497732,1265.8391550925926,1090.0,0.0,25.0,0.0,0.0,0,0.4968152866242038,0.012738853503184714,0.49044585987261147,0.0,0.0,0,0.0
19519364,347134,3,26,15,0.6084783283485066,0.34066294392571,90.66327092392748,1007.9103703703704,372.0,0.0,41.0,0.0,0.0,0,0.04377104377104377,0.0,0.9562289562289562,0.0,0.0,0,0.0
14101700,5764690,1,29,16,2.4569921857142853,18.14592196538594,34.3978906,882.5080324074074,82.0,0.0,50.0,0.0,0.0,0,0.13142857142857142,0.0,0.8685714285714285,0.0,0.0,0,0.0
14379594,5486663,3,13,17,0.2716495218,0.0981147440348501,8.149485654000001,722.2718402777778,112.0,0.0,20.0,0.0,0.0,0,0.08264462809917356,0.008264462809917356,0.9090909090909091,0.0,0.0,0,0.0
19665631,200750,4,16,4,1.0868440388169391,6.958379050914069,242.3662206561774,730.1634606481482,1031.0,0.0,391.0,0.0,0.0,0,0.17037037037037037,0.007407407407407408,0.8222222222222222,0.0,0.0,1,0.007407407407407408
16220848,3645457,12,19,19,0.379984784111635,1.6107964584119807,125.01499397272792,2254.177025462963,2151.0,0.0,346.0,0.0,0.0,0,0.17365269461077845,0.0,0.8263473053892215,0.0,0.0,0,0.0
13123689,6742805,8,30,0,1.3644477216931257,6.420799952927229,85.96020646666692,1100.935636574074,683.0,0.0,122.0,0.0,0.0,0,0.6238532110091743,0.0,0.3761467889908257,0.0,0.0,0,0.0
19369951,496500,3,5,15,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0,0.17567567567567569,0.0,0.8243243243243243,0.0,0.0,0,0.0
13367406,6498933,10,6,19,2.1518259866418994,24.062928518166583,518.5900627806977,1013.610625,504.0,0.0,128.0,0.0,0.0,0,0.4346846846846847,0.0,0.5653153153153153,0.0,0.0,0,0.0
18542557,1323764,11,10,15,0.5770672958604887,0.5371375636965098,25.3909610178615,282.66527777777776,31.0,0.0,9.0,0.0,0.0,0,0.21212121212121213,0.0,0.7878787878787878,0.0,0.0,0,0.0
13938512,5927764,1,4,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.36065573770491804,0.0,0.639344262295082,0.0,0.0,0,0.0
19562773,303312,4,1,18,0.9045083214018732,0.5760671109466957,19.89918307084121,146.5234722222222,112.0,0.0,8.0,0.0,0.0,0,0.03488372093023256,0.007751937984496124,0.9341085271317829,0.023255813953488372,0.0,0,0.0
19067019,799260,1,23,4,0.0194265974879026,0.0002925698069186,0.271972364830637,126.08472222222224,10.0,0.0,7.0,0.0,0.0,0,0.13821138211382114,0.0,0.8617886178861789,0.0,0.0,0,0.0
14282148,5584042,2,26,14,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0,0.1651376146788991,0.0,0.8348623853211009,0.0,0.0,0,0.0
11647849,8218217,1,13,16,2.634321388426888,10.979881742499122,250.26053190055435,2254.3112847222224,321.0,0.0,47.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0
18432910,1433480,10,26,7,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0,0.13043478260869565,0.014492753623188406,0.855072463768116,0.0,0.0,0,0.0
19694707,171700,4,20,6,0.0,0.0,0.0,0.0,1603.0,1.0,716.0,1.0,0.0,0,0.12121212121212122,0.0,0.8712121212121212,0.007575757575757576,0.0,0,0.0
18188899,1677275,9,22,4,61.00552285729587,41612.42767907426,2745.248528578314,1408.078113425926,68.0,0.0,29.0,0.0,0.0,0,0.38461538461538464,0.0,0.6153846153846154,0.0,0.0,0,0.0
18751118,1115321,12,9,20,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0,0.2,0.00909090909090909,0.7909090909090909,0.0,0.0,0,0.0
19800217,66234,5,5,0,0.0,0.0,0.0,0.0,34.0,0.0,1.0,0.0,0.0,0,0.07108239095315025,0.0,0.925686591276252,0.0032310177705977385,0.0,1,0.0016155088852988692
17195423,2670636,5,5,15,1.3270417112042052,3.994148353055605,163.22613047811726,1177.7174189814814,483.0,0.0,28.0,0.0,0.0,0,0.05,0.005555555555555556,0.9444444444444444,0.0,0.0,0,0.0
17784289,2082209,7,27,12,0.5091343619842107,0.1693563735671117,9.673552877700002,713.5154629629629,12.0,0.0,4.0,0.0,0.0,0,0.16778523489932887,0.0,0.8322147651006712,0.0,0.0,0,0.0
11759493,8106636,1,30,20,0.0,0.0,0.0,0.0,4153.0,0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0
19443498,423036,3,15,23,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.09550561797752809,0.0,0.9044943820224719,0.0,0.0,0,0.0
16694400,3171895,2,23,23,0.0,0.0,0.0,0.0,1603.0,1.0,716.0,1.0,0.0,0,0.125,0.0,0.875,0.0,0.0,0,0.0
17593094,2273270,6,30,15,0.3571309777777778,0.1048422539966044,3.2141788,487.0026388888889,22.0,0.0,15.0,0.0,0.0,0,0.3526570048309179,0.00966183574879227,0.6376811594202898,0.0,0.0,0,0.0
18207628,1658578,9,24,19,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0,0.09022556390977443,0.0,0.9097744360902256,0.0,0.0,1,0.007518796992481203
14928602,4937926,6,8,20,0.5086312795156361,0.0133585130924126,1.5258938385469083,132.52635416666666,13.0,0.0,8.0,0.0,0.0,0,0.18067226890756302,0.0,0.819327731092437,0.0,0.0,0,0.0
16248275,3618113,12,23,15,0.49419249,0.0,0.49419249,0.0,9996.0,0.0,682.0,0.0,0.0,0,0.1111111111111111,0.0,0.8888888888888888,0.0,0.0,0,0.0
16327653,3538430,1,3,17,0.5821521206108544,1.0005302709691293,11.060890291606231,481.3929166666667,163.0,0.0,18.0,0.0,0.0,0,0.1076923076923077,0.0,0.8923076923076924,0.0,0.0,0,0.0
18793293,1073152,12,15,18,0.0,0.0,0.0,0.0,160.0,0.0,1.0,0.0,0.0,0,0.10714285714285714,0.007142857142857143,0.8857142857142857,0.0,0.0,0,0.0
19807556,58814,5,6,0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0,0.1016949152542373,0.005649717514124294,0.8870056497175142,0.005649717514124294,0.0,0,0.0
19766959,99181,4,30,8,0.753203545106383,0.9746408074082904,70.80113324,492.1673611111111,785.0,0.0,438.0,0.0,0.0,0,0.19161676646706588,0.005988023952095809,0.8023952095808383,0.0,0.0,0,0.0
15186571,4679813,7,21,14,0.057,0.001695,0.285,27.18164351851852,2.0,0.0,1.0,0.0,0.0,0,0.10576923076923077,0.009615384615384616,0.8846153846153846,0.0,0.0,0,0.0
19625420,240855,4,10,13,0.6629273848348886,2.8894509980446283,44.41613478393754,1093.5818287037036,437.0,0.0,49.0,0.0,0.0,0,0.20105820105820105,0.0,0.7936507936507936,0.005291005291005291,0.0,0,0.0
13999402,5866759,1,13,20,9.61181876090909,214.11240849041275,211.46001274,999.3920138888888,192.0,0.0,45.0,0.0,0.0,0,0.07317073170731707,0.0,0.926829268292683,0.0,0.0,0,0.0
14854791,5011719,5,27,15,3.960847048998452,69.43545781729125,229.7291288419102,1325.6926967592592,516.0,0.0,115.0,0.0,0.0,0,0.10830324909747292,0.0,0.8916967509025271,0.0,0.0,0,0.0
14701369,5165112,5,3,0,0.0409961828579099,0.0012570829661394,0.2049809142895496,180.6541550925926,4.0,0.0,1.0,0.0,0.0,0,0.14678899082568808,0.0,0.8532110091743119,0.0,0.0,0,0.0
12518657,7347815,5,27,21,4.248895167692308,26.31446239600756,55.235637180000005,728.7940162037037,11.0,0.0,2.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0
16581907,3284481,2,8,5,0.49419249,0.0,0.49419249,0.0,9996.0,0.0,682.0,0.0,0.0,0,0.14285714285714285,0.0,0.8571428571428571,0.0,0.0,0,0.0
17448715,2417407,6,10,8,0.1794046915315128,0.0440503088749169,26.551894346663897,1114.6554282407408,316.0,0.0,20.0,0.0,0.0,0,0.3076923076923077,0.008547008547008548,0.6837606837606838,0.0,0.0,0,0.0
