blockNumber,from,to,value,gasUsed,hash,timestamp,tx_type,contract_deploy
19999890,0x1ac768396a32afef4670779e0fe56edccd3b93a8,0xe3212fc1292a01cb8b89823c8cf54af6c50d3cac,1.62474,69886,0x131a360efb09b7dde17569a04d73002cf53211a9e187b9f8bcac91ed9976220a,2025-04-06 18:52:47,0x1,0
19521430,0x99aeffc013564002f626e246d4246b66e3d05f9a,0x1715e8a524246474b4cdad0ec85940b7f2158adc,0.27322,86020,0x3083bb265fc6be92f6c66324fab0dbc08023fd5b145143e4d4f6bb063117e134,2025-04-05 18:51:09,0x0,0
19954698,0x3aed760778c7fbc0e93b428b57e12afab09a5e49,0xf3319632e381e0929134a97391aae236f674629f,0.86442,106643,0xe3a796c1d9b68c1253f43d6ea8333c7944042c7fe2c8a6343cbd802f0499a92e,2025-04-05 03:49:06,0x0,0
19087498,0x3f55a7ab3c9ae01f6ae9efce1eee44cae838ac77,0x5fd5e08bcc865e8efe6f29bd70f6ea3cb31e6f65,0.22971,214607,0x7fe4ec8de55bfbd60ad819802bca901d542e3f54baa0668803ac6b99906da9ad,2025-04-01 15:14:28,0x4,0
19899159,0xd8aa20b692144bffc5b6af6e8853a09919ee8b5c,0x0dad3a4c99e13fc7198dc81551d6158ba690bd2c,2.90502,86200,0x778d1272288683a342a13d79730a3fd606e9147d2cba87fb290547d3dd076267,2025-04-07 03:51:24,0x0,0
19912756,0x1f06bfbbb895c9bd3fa296814cae7d42a4a6d2eb,0x949ff733d39970f00b485fb2de28526860fd9a61,0.1734,263950,0x2ec6b9383e087921c6e973dc12e72e31e73e26d36ff8c7cdafa50d9716f2d342,2025-04-04 09:16:21,0x0,0
19175203,0xfeb785505c9311095f02d2d23c0c570b74cceeb6,0x23bad7e46aefc6918fdcec433f75f68ddb4d274b,1.59299,164867,0x89e8fe9fad3dbfbc1da03f3ce3fb9a3a89eaee1154a3ae0162b8ad69d46fa8ac,2025-04-10 20:27:14,0x4,1
19191335,0x47fefae3648ba847534393f9285907a4da2ac7d9,0x38a7b90b5798f9801799c53ee56d326dd0b3cd81,1.40092,103536,0xe6fe777e3b66af312e4dfca5d3da8d1c4f98a5dc8a0c9defbbf0eac5e9766ba0,2025-04-04 06:18:35,0x2,0
19278167,0x992f846182b74852c1c9185967b4fcc9031e6413,0x4220d914a0fff06b28909e0eb0d633f593d95ab7,0.9602,238507,0x39eb4dc1a9466d1547edd568b2060db38807647109c91a6addd3fcfbb18c1c66,2025-04-09 06:28:47,0x1,0
19041090,0xa1f4863a7d3d4c37b9d9fb922a6c43efd40b5257,0xa23046fbf36c3b5e5b1549316e9d6d9424748444,0.48908,239183,0xbd9dc30fe766f752e797d168e0d8e05d202a086c5d0b87e526b8371f28b8ed27,2025-04-07 15:31:37,0x1,0
19329365,0xfe3aefeff10d8588892131cc92ed29fbd65d9ffa,0xae8b07531042f3f1103527ad15216c9d6121f335,0.77616,213585,0xa6c42edf6ec758edaa891daf56905655a26735c179ece041132d9ee46b611373,2025-04-05 13:15:47,0x2,0
19064820,0x82fc83b9524c76ef4fdcdada69a480fe859d75ca,0x712faa0fb82a7b206f64bb5801ee26061683d4db,2.46287,200702,0xde149154522b6305daae1e97c510a5a6ba3d1e801770910aa5c4b81c1365a90c,2025-04-06 22:40:26,0x2,0
19787201,0xfb24e146b72bda9e3a3592f1c89ae866b8e253b6,0xcaa1808ec18bca02b9153fbb3428883dd990b84a,2.1504,40005,0x7599f973ec2786e9f7bda9870dad8bff2302a7cfa28f0a4bf482ea84bdd1b111,2025-04-07 06:59:47,0x0,0
19321879,0xcca20f607253e868ceeec5848d3743b221280c7f,0x47d4452b7652a9ad130eb615b33c7025dcae785d,2.01376,131737,0x7cf6fda3b32a5174c04748883e5c26c1810186a5e65a17721ac940c91d6c0f64,2025-04-03 10:13:56,0x0,0
19718315,0xa199a3aa91b8e22c1cffc1c240d997ad815d7f3a,0xa402272cf66103e30f4044d70aa84e78ceea82ee,2.07838,276716,0xf4e69fc8974e3d5bec69cd6de1d513ced093e4b004a15a293134f991c883cfd3,2025-04-03 20:59:06,0x0,0
19327069,0x7e51a8dfb4e54aff799d72d2972e79d67b59ccdd,0x3207ac61aae3f4b5030fee96c80f9970d76489b0,0.23303,237168,0xa360d40e57a8af49799a700b78c10be36642625ba346d3586516f4734d8ae7ff,2025-04-06 17:28:14,0x0,0
19776997,0x455ed5842ff21948564728b3a926566d0de2e294,0x7c3553f4483d5e4f79370e25ae4a48f168eaf4ef,0.15654,243316,0x6a9126ebb5e117d508c36881ba5b760ce89c434d1dc4a86375a57a9a8e01140a,2025-04-07 11:16:21,0x0,1
19199041,0xa6943fc7823f51a8ee48df13a9f1c29e93e34d3e,0x0054911b96c60fcbde543ccfef150c97e20d4bdb,2.96531,192324,0xf3f9d94307c74dddf70599518385c22ae740e622600bc0bab4f6afab28f3ae13,2025-04-08 23:42:09,0x1,0
19791743,0x43c9d345fb1b5b5a05565cf231dfe2aa795f46be,0xcdd4304f3d3573fec89e9ceeb8083918fe9d2b2a,2.72261,66176,0x853d7d9dc2e14f838cfcb0cbb451409c270b551c3193bfe8bdd2717e3ade2c86,2025-04-05 14:26:33,0x0,0
19103355,0xa1ad3adff6972a1a0781c52c8087a77802cba8c9,0x04ace8fd011bbb989b738e52e075eaf0d9c0fb2a,1.71534,136754,0xec714c18b136e6f745c74e709ec2f7ca4a7546b40e1aa0d749f3a54e32100074,2025-04-10 08:50:51,0x0,1
19235796,0xbbf6ab8fc9da2711c044c8b6a1160b172a31c215,0x632a4693bcb70820b4b09a16b4eecc76cf8d7cb7,1.39675,248243,0x0b3670275944333c106a3893ce672f44387c617f089e0de7dc1fd3aa301b54e7,2025-04-08 21:31:03,0x1,0
19214176,0x972f39ecca692bc02802850ddefe8910b141a1ec,0xcdf0d2c6cc2dab784778b8cf206a3a40bc13c293,0.68562,152777,0xda006739f5786fd7b2992c1818e9e92daa3da07b41ba4838e87dd98570ac7aee,2025-04-07 04:54:11,0x1,0
19184779,0x07cd76bba9ed549bc116deef083be6cd4f62a482,0x41dddfde3612ee75157862398bc66b416b6890b8,0.38056,118391,0x0372ee16b710a8e9696f7584a93300ad92b7757247687338a3d662783cfca4f0,2025-04-03 22:18:46,0x2,0
19347449,0x58100abca832b7313ff58d4477b1e5fb0e4d3fba,0x8b9607dabc14afccd7d1c2250071bef604d074e8,1.65238,80278,0xec88db64478d0dcfa3540cc6c12bae028cfc9f6d859154a00a9e3ed27ea159d4,2025-04-01 01:31:34,0x2,0
19421909,0xe3f461e4fe539f52b673e147a4e68480b6f5aced,0x351b5abc5b5c4955968603d635c6a5e448bdbb7c,3.66337,81216,0xe7f715b989a6c46adfe75d1755fc39e74a7fe42d6a5b242078efb5639f6354cf,2025-04-04 04:01:47,0x4,0
19989436,0xc47e5250da512cfb192ffe2a4d9dccd5a8575b34,0xedb9588004b8f164f1af5ca2d042485dd684df83,0.8617,94699,0x40e03749a3ea4218fbecb84a3b75a813f02951317fa340e7b9865270d8c7aec9,2025-04-03 14:49:48,0x1,0
19258795,0xbe332aa3752431ccbe66c8fb6ce655a7a431a968,0xe06748922d95433efec5239d331029c9ec1f5c36,0.54191,283353,0xd0935815e2f4b1ac6a89a9ef06c8ccaea44c7f5fc0325cee98eceeddb391aeb4,2025-04-07 10:55:21,0x1,0
19486232,0x02c29ea1ef0f23b3695437490401a14ef4189e13,0xa4c99959451c8cb35d47fb3914e18d7004791b19,0.47359,83485,0xf16b5f97c39dc705cb632e88737b0f1f9c48404389629223a2bda6f4a6e93a3d,2025-04-04 09:08:58,0x2,0
19917040,0xc02b517b98d1cb541a892c667bce524116192ad7,0xdda6ceebda93af1c69a1c7466f768f806d65f54d,0.03599,276905,0xc2f13e70bccd4164fc981d4552911326a019c6dfe2bee9c84997ed5e431ac3dd,2025-04-05 01:26:02,0x2,0
19500186,0xf37ba07468b1c4b85177b00c518d78a78e630269,0x09723b1336eaf902ab770aeb09448da12eb2a91a,1.10194,173975,0x4fcc937e81ef292b5346668f1cdf1fe86b6991e6375d846b11a58700ec331636,2025-04-05 10:11:13,0x2,0
19156730,0x348391dea8ac7828bdb8e30ae8939a32d654e7e5,0x6f7f9e9bb3ee1fb5a0ed6cb4b89dbdc3187596c7,6.66407,51545,0xb5424447ac0250284259651bc3b701ac780afdae8d08540854b71692d3c7f589,2025-04-04 18:11:57,0x1,0
19870910,0x6f12982587b31dd52d79fec7845b343a4c2feef9,0x982371fde2cbc612a71367889c9c2d82e8c9d80d,2.53303,266605,0x0811f39a7373d76960ec19b23f3fc4cbe78d6f0e0fd87caefee6fd86d572526c,2025-04-04 05:49:34,0x0,0
19384681,0x1a3cd4a754cbb8a2c0cf727933d8eb532c5673c3,0x2f139fc97c5c64ba0054adce63672630007e2de9,3.41647,282056,0x19ee67cb7c91c09507bd6e71a824c85fd8e469fb79c922a425b447264ea26e9a,2025-04-04 18:01:36,0x2,0
19149503,0xb643923e55b269f25e04bfe6076e7ab27087c4c2,0x6ce6ce58ef3a648fafb25c48ff9deb49420414f1,1.45598,148215,0x9d7a734b2d3b6cb48e5a6ca4982906dc2732f0089c27ee63a1254c2a21d05148,2025-04-07 01:57:31,0x2,0
19654811,0x2b2577af2c026a55037573e4d95f61e5743c9144,0x6a808e10ab36cf913e0d569bc009e597b7dad019,0.98507,73016,0x5017476ac157e31c9ae089747e18a4b5f2dcc0cba90e4e0ed9c6cbed00fbb2fc,2025-04-03 07:25:33,0x2,0
19527035,0x05e819bdb87761b0785a3a29b6027c0fc81430b9,0x86c042ff89aec09049a21164844d795f07398c93,6.97792,270937,0xec5b0ca81fef2cc6ee85a00d32cee12319b22578b7f74a514b90e08140599380,2025-04-01 06:26:57,0x0,0
19648143,0x6698e7fdd0dbd50a6fa4faf425bb80976d5cd761,0xde1f4222c9084f13448690de2a6f9de5eb29bd67,0.88904,172392,0xa035ef829508b616d30f015f52f129a946dfadf17f5d671408bfeb37108c9155,2025-04-06 16:13:40,0x0,0
19452366,0x75af990c5414b8b7dac73191775d0b98df55ca86,0xe8afb8e9f5237960fe6dbb1e0175aa0eb289ca7b,3.73031,40301,0xf1d77047221714772afba641fe9e3366f79c10de19601942ae963091567ba234,2025-04-04 23:01:15,0x0,0
19065725,0x267e90e5dfc3ec5a46f9b7c0a326b96052683a7e,0x441f6218472cf719045aa1757cc9e905fb0cfc8e,2.15225,203442,0xe805f09b5e6d228e520f4f797d465c3e44df8d9f420260fa7a8cbaa666f192ca,2025-04-04 22:46:14,0x2,0
19129981,0x2958bd1c706e264cd893881a86dd3f0369ffeeb2,0x360c6577f5ee588ffa593ea21198ea30532e8c2a,0.60291,292312,0xe2065805db03673c17a227c0069ed15152e75e2e787a5cb64e720933aaaa3a1f,2025-04-07 12:08:28,0x2,0
19084654,0x2507a2eb80b899f0573a6f325fc23a638090ff6d,0xc65189d16578ef0819740610115771c96c18b8bc,1.04894,275531,0x353d3890078fe3913ed4ce3c00ab4ecf9952f0439f8edbf00b0eac4e77121159,2025-04-05 05:46:01,0x0,0
19953277,0xa420b6abaa378a7d4f1bf1484b9b416a257c5f3f,0x8d0f720441dbb9dfcfeeb2e5b170933a13fabd80,0.72756,89109,0xbfe593645d61528fc5ea87266650b7413a7d1803bbfcdc7a88f5057bb1e28b74,2025-04-04 04:12:14,0x1,0
19905778,0x31903b622b68d895915d0df4f49c936485bf6167,0xdb2bc08d34a2698e1029e024523bcad99e5a2bab,0.21966,281205,0x21748250c29fbfeca1baa016a3fd6d9768ebeb6d458eff3d78efdfb671c84d39,2025-04-03 04:34:00,0x0,1
19591723,0x37c4c18d7271e10c6bfbcfe0235c64cc77f99a16,0x970e33bbc15ca888fca807d7aa6b42b5b9550442,0.66187,194831,0x96097e3474464f2eec1b56c9b0972d4222220630b3254a8e5b4e79233a106524,2025-04-10 15:13:15,0x0,0
19319030,0xa8e9472ded668d62bac03d4eb0db9bdf14cc4f76,0x6f065dca5c683e7fea4ad09c526619591928414b,3.29697,238409,0xc70f5c37cb39570822bf77e86bed36af196fe6de3e49201d4e1f7c49cb08c547,2025-04-04 04:45:56,0x0,1
19328947,0xc7b2e9ac42d0814688b1eef738f6798213db1fa5,0xd95fc9c9fa80aea42b0f44e466da88c76db6bb5a,2.09534,120017,0xa73b67ce0406d7e0fe4af30c9bf068cdf0676f6b77c73bc3d9a57b9c393059f8,2025-04-06 16:18:42,0x2,0
19555839,0x336bcee9a262d719954cf80474683aed256a30fd,0x4bfc4ea27d3d8999bce649778f1d194c1d772312,0.48773,273980,0x5fce95d44633a293ed4db3e5cf3367e2de117125e9a533916f77ee9c4af28b22,2025-04-04 15:43:02,0x2,0
19902648,0x635e9e6eaa262699f657db8b39ed47a1cfee5eaa,0x2b3f5d9e4e18313d484df283aa725135c46ec9e4,0.68809,172023,0x4249c4205960068dc532477b7797800255c468fe2351ffae82f6a99e756e06c2,2025-04-02 23:32:31,0x0,1
19273538,0xc864deb2558b3b7319295b16fd1087d0b4612bea,0xa85dfb712a7d5d7e866d317ba3af099b0dfe05fc,1.43737,183377,0x93ffb4bf62b37068398ddd5e2b5e8b9552a091cd892c677016a037fc0197e226,2025-04-06 04:47:27,0x1,0
19331236,0x1270fe9f9ba114548bba4292a65238daac908e0e,0xeb1ca822c7132c97b740113ed28d0d686b79ad16,0.80714,96406,0x3fd7bce264be83b920c2dd61ed16c9387e6cb16167ed75bb141d8dd5b773a92f,2025-04-09 11:50:44,0x1,0
19528178,0x3486bb0f93a33073e7935db7f8dfcfbb731c75a2,0x0303649ae17140f054dc6739674d27a16f76a9d6,1.04888,236139,0x97416eff703047d6567eda4fedf6ecb7fd5974c826391b25775e999541e0b066,2025-04-01 09:06:34,0x0,0
19565894,0x8f13e9a6419ec673aa0ac6f45c2884b83ce420bf,0x98e529dcbd5487d74e713be0543687cab8f0eaa5,1.79683,281224,0x6d75efe4509aa9c35b4e3152be3aa042b343dbc4acecc4fcc93ba4278c1b5562,2025-04-01 23:29:50,0x4,0
19489492,0x6e7436eb0e96d9501f8b6557e15109e693d5c9de,0xd69d9ff048fa4351151bbf1c7d86c11d71ea4d17,0.94456,292253,0x0322281b2efda7ec3d4bdcce0ae2994636a8bbfa5ab967dbdcc9326643a6e66d,2025-04-09 09:48:43,0x2,0
19256840,0x7fcb87d0ed85796c204d8bba7d43851964179192,0x009bbab48252290aa64df27b70cf4d6b1d22143d,0.31788,47842,0x5838ce249e3bfe31021744e578e75db8344644c55cc2fa6798cd7b00f46aa2d9,2025-04-10 02:19:58,0x0,0
19473254,0xa4742dddf1fa62749571ffef63439424374220a4,0x14496adb30ecdf4a121137d80139eb9ed209e33c,1.10275,235798,0x9a1341aa6a92018cc6cb88d13c4169dae2c4d9c948802428d5b6ccd57bbc6a2f,2025-04-04 20:39:50,0x1,0
19349457,0x5edb2cd6143bcd4a1be9ac6ba1eaf0e9c6105438,0x749ffd574ca6199e8491a2c16c8c437b8df8c648,0.66036,281117,0xcacacdf113027df5a2fb2d3da14e456edfac5615263adbbae0bd35c9247f4eb5,2025-04-04 14:30:22,0x0,1
19665987,0x77383b0c1ebc4f713a51268cd4f40178d2eadc32,0x4119ecb99d897d5227e7f29aed0d5b4a89f1e092,0.51529,118969,0x7c29663551a06677f16f457b73cf0f027d9fa363157ac6ede13aecc5bf8fca1b,2025-04-02 10:46:48,0x1,0
19270936,0xa5f31d7a6b6e650e2f2bcf674cffb16bfacb18d2,0x355b57d53ecf9c8ecf604e830cf210f89b0912a9,0.59649,67408,0x20ca43ea45f4c59d29e6f4dfc46af870a46c621244b418da5ce842bb283477a8,2025-04-04 13:43:38,0x1,0
19239931,0xf64de77993104883106a062dc08716c2fed226a3,0x3d29418741b0ad600b240125fa87763f674aa02f,0.86706,129407,0xb9d6cad575b4ea80240b5ccd173ca9549a65fe411c132c4e7782b88154415687,2025-04-02 19:19:26,0x0,0
19239629,0x8edffb210ae06fdb78da1b7b3eb533a5cd814db1,0x22958249114d36b534c8790b7deb79a45e39669e,3.26542,57530,0x2a28ac03d473a2c51b7113b020e432cc56423bc882b2ef8496dc239070923ae6,2025-04-09 17:26:44,0x2,0
19205041,0xfcf59f6ed469a4fb7c82488fc01d839ecb5bcb8d,0x65438764fcddacc78a735a3a0bb8f15acb237bb4,1.98671,131047,0x1285b658d1ea78b0efa6cff14688c0a7165ced69a6187d00a5fd7d9b0ac4e638,2025-04-04 13:31:33,0x1,0
19698361,0xb043b37fad98a80f87dcc3f37eb2ebd39d766000,0x938de753f463318643e0e624d31179cd1558e6ca,1.6534,96623,0x91d26df6a8f04e8ba7f5b33a9e2dcee20f9b5a7cbdc9939ed0430df84a97b9d3,2025-04-04 04:15:50,0x4,0
19731912,0x6798db769f0758b61c9cecb43b85b792931c3ce3,0x1f49198b76db21abbdca68b0537a31bbe7ed6447,0.95589,98658,0xff536dc169139fbf92f390dc5ec56bbdc381f040623c60413a438148d7956f55,2025-04-10 22:00:41,0x0,0
19417113,0x688c1006add12ae16d7dd6f1b9ed9807c156f81e,0x6cd4dbe9ee5954af5b1d9eeebecd7bd73278956c,0.00275,47505,0xff9be1fc56e7025e64c35cbf2fa2a32f9b7327d0b789fa1a97fe6048cfd86fd9,2025-04-04 23:11:45,0x2,0
19068148,0x7fe81b85eff9e41421ea7e4b7eebe70daca659ed,0xaafcda2aef9b1010ad670deaa13a0bf99fb3d71f,0.62453,109830,0xae2f43d432c8fda03d58ecd739012c9c908128eacec98a1a47ff8165a5c63b8e,2025-04-06 22:59:20,0x2,0
19777089,0x01e48dbd06b2c37d7f4e47a30a233ab607a4b406,0x575c2130cab6596a5e0948b0c2948ed0e4f61873,2.51651,158245,0xc667e10ac570f14cdfe5376a97e5a210ef0d38cb17b70f52c0cca03e3e1a3a9d,2025-04-05 12:28:31,0x0,0
19648531,0x2e651b25f2a9a6127ce06a1e272315a7c2c2aede,0xad0663e26ad6008637aad8c15ca60954b47daa68,0.73695,105052,0x15963a60875970f5459ec4ba9b67df6e08d2618d4077e64ec735e6074b79d6de,2025-04-10 22:21:09,0x0,0
19251995,0x2498d5d9c1c6c54ee8f0204f9006a920233b9bca,0x21827df97c572dcdf5118960d21b723e9d0d70df,1.24455,290076,0x2eab9cc04f34af3d4c7ff7b9ea733ce9c179a9ef850681c1d458fedf76cce5e3,2025-04-05 01:02:21,0x2,0
19906606,0xd8d83334189b4ed652bf7e090006b549a2b13325,0x5d011e7e942181f1148b84b8418411ea8b732240,0.34363,182313,0x9de603d799c112dd88341c9737eda3f05b71c9f20c766e8fa41d459115e22ee1,2025-04-10 01:46:09,0x1,0
19678843,0x8643bfd8de60c8a2ec40811a639be78e82828116,0xaf993092cd9cf83929009074d9b722865f8237a3,3.71287,168784,0xfdb2cb069414f278f1b48bf308c5488729e7f0f56457c550e6ab49cd73acc797,2025-04-07 18:43:33,0x0,0
19910790,0x050ff53f677bb7e9d5b99c1267f5e7a2c9fc1781,0xb807a0225d217be84d0cae4263165aa90abad436,3.84925,50105,0x0fecd51c327be8d67ec4950a232d6bd80343ee4c89f0169489631c6717abd193,2025-04-03 06:00:37,0x3,0
19572843,0x6930e924402a6ecad2c004b534e08155b3073ddf,0xd7d18531aaddaf4b5e29c0313ae67cdd56145254,0.23686,128083,0x9e921e7cc7f45dcdc79609945576f71dcc5c03558869cc2d1c2cea6ef1bb8399,2025-04-04 10:35:20,0x0,0
19256508,0x444f6a883be3d50c91f2ce4d97dd42fc4efef21e,0xe77641ccc6df9e28867e56e084b655e0961b87f1,1.9319,51382,0x04abb907941f3591cca2a58b561a6d329587206ce9d56250181441a791d6c706,2025-04-05 11:47:57,0x0,1
19803591,0x4f8d637da11d78c2e041dd282b8bc966ca98cf27,0xe38d88749a829212bc3a02217850ed4479484f60,0.11733,206592,0x79eb2663ec041a4c3b5835ad6407f97199c3de29698c2885a2879559642fe3f9,2025-04-05 14:00:55,0x1,0
19896942,0x684fe9d0c07d81a1ab9da5659536f7aafdd0959f,0x5a7e8dd13257862efb07508cebcdfe4d709b65ee,1.369,40589,0xa6fafcf7fa73299bbe94b5abe59481ea01f1be82761f7f6a0a1cf60ecfc28913,2025-04-06 16:50:28,0x1,0
19106530,0x98651340e3d74bc75a88f7fa57cec4c84ce70eda,0x51ad50e269602ae4aabb993dc5a6bf3ed7e36712,0.29522,191673,0xe69a54952bfafde9417fa3ff364e59ff13eed4d0627b42b9a479352fdb2c4de7,2025-04-10 21:53:42,0x0,0
19604365,0xe40edf4d811bca23df3f866639d23de82648f61c,0x9d52fe761fce316d1e5790b7f012f201b8f36fd1,0.23622,110452,0xd5238808ab06da5f0960e716f88cec3bf341eb0bd46b6772411c12ea9a65008d,2025-04-05 10:35:02,0x1,0
19822352,0x1682400f9437f637d25db453edba51f99b025d29,0xcea94c23394bde9c75af894b03a5301574b8f29b,0.00619,186438,0xb107c6d3b62acd8fa82b0ef2c6036e2d632eca9eed442c6430cdf34bbbefccb5,2025-04-03 14:19:48,0x2,0
19460337,0x01e4462083e4ebec14e2acc3e06373abed9431f1,0x09e765fc86b095fcb9a82a69e5f0566c801b1b0e,4.2417,244656,0xfa3954d8b706fec7cedeb5ae5ac29523adf1e7159424f5da50e4044ded3cc941,2025-04-08 17:59:34,0x1,0
19724839,0xaa277b64531faabf8fba4eebf03b4b00c71f6292,0x10558c805da0c34e992bc184d381856ad45ff4fe,2.65135,159654,0xb3268f8735cd1a7aa627fc041fec800d97755a03eb653618827c0815af4f546f,2025-04-02 19:03:30,0x1,0
19805889,0xf654c0c9a001ed49d8df922e9fd685732464a9b3,0xcbc3ccab56cb2f1afb79fc1c3c16d28b2372f4a1,0.12096,261385,0xcf8c43187dcf93c2fdec8b37cfe452e525e547f9eb440f819cc61954d9b30987,2025-04-08 03:33:32,0x0,0
19459773,0x28c26a4dcf1d135b5cec526422663dee21399082,0xa18b2bc76caee4e873ffce41cbece354ad490eb6,1.3721,192663,0x3f80bce559e734c0b42163cfee42aac5bbbda4938ee38e775825aad2ca056333,2025-04-09 07:39:33,0x2,0
19208261,0xb46df6b10c7c5b52fa6a102e0605ed8f8fc03658,0xba82bc96bd8ace4a0df9d181f3b742254885df5f,0.3977,276360,0x3b8855005d9b1500c3012321935a59dde24af34209b1eb5ab54f562ce95b602d,2025-04-09 20:53:18,0x0,0
19764469,0x10a971ee87bd6f495105e3cad3db488ec7673dfb,0xe8ac12bcd85ece228bfd34b2a5f558647abc3e44,0.45982,158006,0x5406fc59202c6347e04319994cf4bf6e070c8915d58f368fd949b398dd0b9e7f,2025-04-04 00:33:15,0x4,0
19341097,0xfc6635b9663e2bfc66840e6248aecdb3c9b45310,0x6b4eeace340a2a30fa2e1191f52369b19bfb4fba,3.10924,62971,0x4fc69983178cd01052fd6b42a392c4d40db6054e76c650ab50619a9677b841a1,2025-04-02 22:02:45,0x0,0
19315139,0x0fae65895cad70bbc22691f3d6a21109cd439f99,0x1c8687d700fed3ffbf12982034576c4911a29de8,0.18211,287803,0x72578bd1afe5f0255a0c50730062d580431baa70c70894bd8982e0ef76099ee9,2025-04-02 16:42:09,0x0,0
19171829,0xec3ee8d8d6a13c679bcaf55155b28f8de28cc898,0xfce4eacca71a1d31e134fafa76d820e9e074522a,1.38003,287542,0x81f7700845b7aadbf0663459842d76ba14c8fee6b835d4ab3014b018d4b6de78,2025-04-01 10:47:42,0x0,0
19271836,0x5da32284f1f03c8cc4c36d7189356136c9d82fe7,0x77e6e2a1173b90cda9184ccc23478b494a83f893,0.76938,27242,0xd9cfa26e24ddee5fee72fbdde99f5e08805f2d5c3c5246e03c44287716185436,2025-04-08 02:30:41,0x1,0
19438974,0xd2a830a2d385ec35883d5d62b378f32991078a08,0xfba82ca9026a2a383673cdef3756d88f7ab2d41d,0.31756,243513,0x2c87f5fec31dfeaba330e24da77d15bbf3c149835735db9afef13445ff79c723,2025-04-09 15:22:30,0x0,0
19989913,0x6c508be9ee0dec6ae7373dcab20a271926f68993,0x08033d792fa91ac293caa1e780a0f8f8d11636ae,0.902,199217,0xa0f1529640952125341990c093a82f5c3f9105baac5c219042ad24b1283163b5,2025-04-08 10:42:56,0x2,0
19202283,0xc4d7f2ecfd37cd1166df67cf6b2b513a21fff3ba,0x94c1dd76aa4b9ba2ff443e9d95f28a1235210cb9,4.2324,151014,0xa0a56da12c8acbf513eda508f52da88e4ebf438f24c4bd633c67aadd506094fe,2025-04-08 14:35:36,0x2,1
19196769,0x76f452c64a377ac28c07d2a77fa8a825d6a41eea,0xcddf616d04f38f8ca5447e044c249a5bcc62e250,2.28221,256987,0xf41148439f2b23d9eebe3d4c812774ff7e05f39b459cadbf979a24f306f41e82,2025-04-10 00:57:38,0x0,0
19561353,0x0845f8332ea3a2ec511317058c57987a26c6227e,0x8995f96b5d030dee42f41f888e09ec174e19b329,0.21254,199615,0x240360fa3c31867c38111b5d426b7d429060c6f6b2267ac89b110d662c83e879,2025-04-09 04:16:34,0x0,0
